Date,Volume
8/21/2017 16:00:00,17734767
8/22/2017 16:00:00,14343674
8/23/2017 16:00:00,13766507
8/24/2017 16:00:00,17098282
8/25/2017 16:00:00,12794301
8/28/2017 16:00:00,14569715
8/29/2017 16:00:00,11478382
8/30/2017 16:00:00,16897801
8/31/2017 16:00:00,27652811
9/1/2017 16:00:00,21736161
9/5/2017 16:00:00,22242384
9/6/2017 16:00:00,16535785
9/7/2017 16:00:00,17471200
9/8/2017 16:00:00,14703816
9/11/2017 16:00:00,17910383
9/12/2017 16:00:00,14394850
9/13/2017 16:00:00,13380802
9/14/2017 16:00:00,15733914
9/15/2017 16:00:00,38578441
9/18/2017 16:00:00,23306959
9/19/2017 16:00:00,16093344
9/20/2017 16:00:00,21587878
9/21/2017 16:00:00,19186140
9/22/2017 16:00:00,14111365
9/25/2017 16:00:00,24149163
9/26/2017 16:00:00,18019577
9/27/2017 16:00:00,19565135
9/28/2017 16:00:00,10883787
9/29/2017 16:00:00,17079114
10/2/2017 16:00:00,15304762
10/3/2017 16:00:00,12190403
10/4/2017 16:00:00,13317681
10/5/2017 16:00:00,21195261
10/6/2017 16:00:00,13959814
10/9/2017 16:00:00,11386502
10/10/2017 16:00:00,13944545
10/11/2017 16:00:00,15388898
10/12/2017 16:00:00,16876538
10/13/2017 16:00:00,15335742
10/16/2017 16:00:00,12380093
10/17/2017 16:00:00,16823989
10/18/2017 16:00:00,13300701
10/19/2017 16:00:00,15092758
10/20/2017 16:00:00,22866426
10/23/2017 16:00:00,20627173
10/24/2017 16:00:00,17517182
10/25/2017 16:00:00,20410808
10/26/2017 16:00:00,32120717
10/27/2017 16:00:00,71066729
10/30/2017 16:00:00,31756653
10/31/2017 16:00:00,27086575
11/1/2017 16:00:00,22307371
11/2/2017 16:00:00,23992945
11/3/2017 16:00:00,17633543
11/6/2017 16:00:00,19860852
11/7/2017 16:00:00,17939727
11/8/2017 16:00:00,18034170
11/9/2017 16:00:00,21178356
11/10/2017 16:00:00,19397793
11/13/2017 16:00:00,14196896
11/14/2017 16:00:00,18801280
11/15/2017 16:00:00,19383102
11/16/2017 16:00:00,20962750
11/17/2017 16:00:00,22078993
11/20/2017 16:00:00,16314978
11/21/2017 16:00:00,21237454
11/22/2017 16:00:00,20553089
11/24/2017 13:00:00,7425603
11/27/2017 16:00:00,18265242
11/28/2017 16:00:00,21925959
11/29/2017 16:00:00,27381109
11/30/2017 16:00:00,33054647
12/1/2017 16:00:00,29532132
12/4/2017 16:00:00,39094880
12/5/2017 16:00:00,26152261
12/6/2017 16:00:00,26162054
12/7/2017 16:00:00,23184547
12/8/2017 16:00:00,24489106
12/11/2017 16:00:00,22857854
12/12/2017 16:00:00,23924105
12/13/2017 16:00:00,22062679
12/14/2017 16:00:00,19305961
12/15/2017 16:00:00,53936687
12/18/2017 16:00:00,22283752
12/19/2017 16:00:00,23524787
12/20/2017 16:00:00,23674931
12/21/2017 16:00:00,17990745
12/22/2017 16:00:00,14145841
12/26/2017 16:00:00,9891237
12/27/2017 16:00:00,14678025
12/28/2017 16:00:00,10594344
12/29/2017 16:00:00,18717406
1/2/2018 16:00:00,22483797
1/3/2018 16:00:00,26061439
1/4/2018 16:00:00,21911974
1/5/2018 16:00:00,23407110
1/8/2018 16:00:00,22113049
1/9/2018 16:00:00,19484317
1/10/2018 16:00:00,18652201
1/11/2018 16:00:00,17808877
1/12/2018 16:00:00,24271531
1/16/2018 16:00:00,36599736
1/17/2018 16:00:00,25621164
1/18/2018 16:00:00,24159683
1/19/2018 16:00:00,36875013
1/22/2018 16:00:00,23601555
1/23/2018 16:00:00,23412841
1/24/2018 16:00:00,33277483
1/25/2018 16:00:00,26383238
1/26/2018 16:00:00,29172167
1/29/2018 16:00:00,31569940
1/30/2018 16:00:00,38635053
1/31/2018 16:00:00,48756338
2/1/2018 16:00:00,47227882
2/2/2018 16:00:00,47867753
2/5/2018 16:00:00,51031465
2/6/2018 16:00:00,67998564
2/7/2018 16:00:00,41107592
2/8/2018 16:00:00,55628657
2/9/2018 16:00:00,63499065
2/12/2018 16:00:00,35720341
2/13/2018 16:00:00,26407702
2/14/2018 16:00:00,34960912
2/15/2018 16:00:00,27823866
2/16/2018 16:00:00,30596919
2/20/2018 16:00:00,30911725
2/21/2018 16:00:00,26922503
2/22/2018 16:00:00,24392753
2/23/2018 16:00:00,26329226
2/26/2018 16:00:00,30199846
2/27/2018 16:00:00,25869119
2/28/2018 16:00:00,31167338
3/1/2018 16:00:00,37135561
3/2/2018 16:00:00,32830389
3/5/2018 16:00:00,23901578
3/6/2018 16:00:00,22175776
3/7/2018 16:00:00,26716127
3/8/2018 16:00:00,25887828
3/9/2018 16:00:00,36937254
3/12/2018 16:00:00,26073742
3/13/2018 16:00:00,35387817
3/14/2018 16:00:00,32131981
3/15/2018 16:00:00,27610998
3/16/2018 16:00:00,49081279
3/19/2018 16:00:00,33344085
3/20/2018 16:00:00,23075240
3/21/2018 16:00:00,24457082
3/22/2018 16:00:00,38604715
3/23/2018 16:00:00,44068949
3/26/2018 16:00:00,56396780
3/27/2018 16:00:00,56569011
3/28/2018 16:00:00,52501146
3/29/2018 16:00:00,45867548
4/2/2018 16:00:00,48515417
4/3/2018 16:00:00,37213837
4/4/2018 16:00:00,35559956
4/5/2018 16:00:00,29771881
4/6/2018 16:00:00,38026000
4/9/2018 16:00:00,31533943
4/10/2018 16:00:00,26939883
4/11/2018 16:00:00,24872110
4/12/2018 16:00:00,26758879
4/13/2018 16:00:00,23346063
4/16/2018 16:00:00,20288083
4/17/2018 16:00:00,26771000
4/18/2018 16:00:00,21043287
4/19/2018 16:00:00,23552541
4/20/2018 16:00:00,31154377
4/23/2018 16:00:00,22331829
4/24/2018 16:00:00,34524799
4/25/2018 16:00:00,33729257
4/26/2018 16:00:00,42529043
4/27/2018 16:00:00,48272780
4/30/2018 16:00:00,41523605
5/1/2018 16:00:00,31408927
5/2/2018 16:00:00,27471002
5/3/2018 16:00:00,31142497
5/4/2018 16:00:00,22531325
5/7/2018 16:00:00,24242019
5/8/2018 16:00:00,23484589
5/9/2018 16:00:00,27327410
5/10/2018 16:00:00,22388119
5/11/2018 16:00:00,16778316
5/14/2018 16:00:00,19454124
5/15/2018 16:00:00,24594010
5/16/2018 16:00:00,17384742
5/17/2018 16:00:00,17246716
5/18/2018 16:00:00,17865840
5/21/2018 16:00:00,19422467
5/22/2018 16:00:00,15441189
5/23/2018 16:00:00,21251222
5/24/2018 16:00:00,26649287
5/25/2018 16:00:00,18363918
5/29/2018 16:00:00,28670981
5/30/2018 16:00:00,22158528
5/31/2018 16:00:00,34140891
6/1/2018 16:00:00,28655624
6/4/2018 16:00:00,27281623
6/5/2018 16:00:00,23514402
6/6/2018 16:00:00,21122917
6/7/2018 16:00:00,28232197
6/8/2018 16:00:00,22165128
6/11/2018 16:00:00,23490894
6/12/2018 16:00:00,18325228
6/13/2018 16:00:00,29492875
6/14/2018 16:00:00,25691811
6/15/2018 16:00:00,65738585
6/18/2018 16:00:00,23586037
6/19/2018 16:00:00,28653087
6/20/2018 16:00:00,26180792
6/21/2018 16:00:00,23198188
6/22/2018 16:00:00,38923105
6/25/2018 16:00:00,35433333
6/26/2018 16:00:00,26897244
6/27/2018 16:00:00,31298386
6/28/2018 16:00:00,26650671
6/29/2018 16:00:00,28053214
7/2/2018 16:00:00,19564521
7/3/2018 13:00:00,14670275
